code,abstract
2011_article_letters_to_th_e_e_d_i_tor_1413,"The branching ratio of the two modes of decay of Fm'"", come. The beta-particle counter should be placedi~side i.e., E.C./n, was found to be about 8.5 which gives — the demagnetization cryostat, and the radioactive 89.5% decay by electron capture and 10.5% by nuclei must be located in a thin surface layer and alpha emission. It was not possible to measure the polarized. The schematic diagram of the cryostat is cross section for the Cf'""(n, 3n)Fm'"" reaction because shown in Fig. 1. Fm'"" could also be produced from other californium To detect beta particles, a thin anthracene crystal isotopes in the target. 'in. — , in diameter)& '6 in. thick is located inside the —,"
2011_article_median_filtering_algorithms_for_multichannel_detectors,"Particle detectors of worldwide networks are continuously measuring various secondary particle ﬂuxes incident on Earth surface. At the Aragats Space Environmental Center (ASEC), the data of 12 cosmic ray particle detectors with a total of 280 measuring channels (count rates of electrons, muons and neutrons channels) are sent each minute via wireless bridges to a MySQL database. These time series are used for the diﬀerent tasks of oﬀ-line physical analysis and for online forewarning services. Usually long time series contain several types of errors (gaps due to failures of high or low voltage power supply, spurious spikes due to radio interferences, abrupt changes of mean values of several channels or/and slowly trends in mean values due to aging of electronics components, etc.). To avoid erroneous physical inference and false alarms of alerting systems we introduce oﬄine and online ﬁlters to “purify” multiple time-series. In the pre- sented paper we classify possible mistakes in time series and introduce median ﬁltering algorithms for online and oﬀ-line “puriﬁcation” of multiple time-series. Ó 2011 COSPAR. Published by Elsevier Ltd. All rights reserved."
2011_article_p_et_ysicai_revi_e_volum_f_76_num_ber_4_august_15_1949,"Penetrating Showers* W'. B. FRETTER Department of Physics, University Of California, Berkeley. California {Received April 26, 1949}"
2011_article_phvsical_review_volume_69_numbers_7_and_8_april_1_and_15_194,"PHVSICAL REVIEW VOLUME 69, NUMBERS 7 AND 8 APRIL 1 AND 15, 1946"
2011_article_role_of_sulphuric_acid_ammonia_and_galactic_cosmic_rays_in_a,"Role of sulphuric acid, ammonia and galactic cosmic rays in atmospheric aerosol nucleation Jasper Kirkby1, Joachim Curtius2, João Almeida2,3, Eimear Dunne4, Jonathan Duplissy1,5,6, Sebastian Ehrhart2, Alessandro Franchin5, Stéphanie Gagné5,6, Luisa Ickes2, Andreas Kürten2, Agnieszka Kupc7, Axel Metzger8, Francesco Riccobono9, Linda Rondo2, Siegfried Schobesberger5, Georgios Tsagkogeorgas10, Daniela Wimmer2, Antonio Amorim3, Federico Bianchi9,11, Martin Breitenlechner8, André David1, Josef Dommen9, Andrew Downard12, Mikael Ehn5, Richard C. Flagan12, Stefan Haider1, Armin Hansel8, Daniel Hauser8, Werner Jud8, Heikki Junninen5, Fabian Kreissl2, Alexander Kvashin13, Ari Laaksonen14, Katrianne Lehtipalo5, Jorge Lima3, Edward R. Lovejoy15, Vladimir Makhmutov13, Serge Mathot1, Jyri Mikkilä5, Pierre Minginette1, Sandra Mogo3, Tuomo Nieminen5, Antti Onnela1, Paulo Pereira3, Tuukka Petäjä5, Ralf Schnitzhofer8, John H. Seinfeld12, Mikko Sipilä5,6, Yuri Stozhkov13, Frank Stratmann10, Antonio Tomé3, Joonas Vanhanen5, Yrjo Viisanen16, Aron Vrtala7, Paul E. Wagner7, Hansueli Walther9, Ernest Weingartner9, Heike Wex10, Paul M. Winkler7, Kenneth S. Carslaw4, Douglas R. Worsnop5,17, Urs Baltensperger9 & Markku Kulmala5"
2011_article_rpc_simulation_in_avalanche_and_streamer_modes_using_transpo,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/251526740"
2011_book_extensive_air_showers,Summary unavailable from PDF text. Topic: Extensive air showers.
2012_article_analysis_of_the_space_time_microstructure_of_cosmic_ray_air,Analysis of the space-time microstructure of - Performances of 4-gap timing RPCs for relativistic ions in the range Z = 1–6
2012_article_cosmicrayrpp,"24. Cosmic rays 1 24. COSMIC RAYS Revised August 2011 by J.J. Beatty (Ohio State Univ.) and J. Matthews (Louisiana State Univ. and Southern Univ.); revised August 2009 by T.K. Gaisser and T. Stanev (Bartol Research Inst., Univ. of Delaware)"
2012_article_eur_phys_j_h_37_359_412_2012,". The discovery of extensive air showers by Rossi, Schmeiser, Bothe, Kohlhörster and Auger at the end of the 1930s, facilitated by the coincidence technique of Bothe and Rossi, led to fundamental con- tributions in the ﬁeld of cosmic ray physics and laid the foundation for high-energy particle physics. Soon after World War II a cosmic ray group at MIT in the USA pioneered detailed investigations of air shower phenomena and their experimental skill laid the foundation for many of the methods and much of the instrumentation used today. Soon in- terests focussed on the highest energies requiring much larger detectors to be operated. The ﬁrst detection of air ﬂuorescence light by Japanese and US groups in the early 1970s marked an important experimental breakthrough towards this end as it allowed huge volumes of atmo- sphere to be monitored by optical telescopes. Radio observations of air showers, pioneered in the 1960s, are presently experiencing a renais- sance and may revolutionise the ﬁeld again. In the last 7 decades the research has seen many ups but also a few downs. However, the exam- ple of the Cygnus X-3 story demonstrated that even non-conﬁrmable observations can have a huge impact by boosting new instrumentation to make discoveries and shape an entire scientiﬁc community."
2012_article_introduction_to_elementary_particles_2nd_edition,"~ WILEY­ VCH WllEY-VCH Verlag GmbH & Co. KGaA n.. Author All bocks publish"""" by Wiley-VCH are Gm· fully produced. Ne""I'erthcl�.., authors. editors, Ddvld Grlffilh. and publish... do not wartantW inform.>· R� CoU�g. non contain"""" in th.se books. induding this Portland. OR book. to bo, fr� cf ..rors. R.ad... are ad· vised to keep in mind th.! statements. data. mumalions. proc""""u,aI """"tails or otMr it�ms U<A"
2012_article_investigation_of_crystal_surface_finish_and_geometry_on_sing,Nuclear Instruments and Methods in Physics Research A 693 (2012) 236–243
2012_article_living_rev_solar_phys_9_2012_3_living_re_vie_ws,"Solar eruptive phenomena embrace a variety of eruptions, including flares, solar energetic particles, and radio bursts. Since the vast majority of these are associated with the eruption, development, and evolution of coronal mass ejections (CMEs), we focus on CME observations in this review. CMEs are a key aspect of coronal and interplanetary dynamics. They inject large quantities of mass and magnetic flux into the heliosphere, causing major transient dis- turbances. CMEs can drive interplanetary shocks, a key source of solar energetic particles and are known to be the major contributor to severe space weather at the Earth. Studies over the past decade using the data sets from (among others) the SOHO, TRACE, Wind, ACE, STEREO, and SDO spacecraft, along with ground-based instruments, have improved our knowledge of the origins and development of CMEs at the Sun and how they contribute to space weather at Earth. SOHO, launched in 1995, has provided us with almost continuous coverage of the solar corona over more than a complete solar cycle, and the heliospheric im- agers SMEI (2003 – 2011) and the HIs (operating since early 2007) have provided us with the capability to image and track CMEs continually across the inner heliosphere. We review some key coronal properties of CMEs, their source regions and their propagation through the solar wind. The LASCO coronagraphs routinely observe CMEs launched along the Sun-Earth line as halo-like brightenings. STEREO also permits observing Earth-directed CMEs from three different viewpoints of increasing azimuthal separation, thereby enabling the estimation of their three-dimensional properties. These are important not only for space weather prediction purposes, but also for understanding the development and internal structure of CMEs since we view their source regions on the solar disk and can measure their in-situ characteristics along their axes. Included in our discussion of the recent developments in CME-related phenomena are the latest developments from the STEREO and LASCO coronagraphs and the SMEI and HI heliospheric imagers."
